,id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership,black,female,adm,boston,college,zyearsexp,zofjobs,sumq,zsumq,sumq_med,half,qall,qallxb,qblack,qblackxb,qwhite,qwhitexb,qall_med,qallxb_med,qblack_med,qblackxb_med,qwhite_med,qwhitexb_med
4640,b,9,4,4,11,0,0,0,1,329,6,0,0,1,0,Laurie,f,w,0.0,1.0,0.0,c,a,1294.0,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,1.0,some,somcol,0.0,,,,,0.0,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,0.6258329520126058,0.2777429361629978,2.6258329520126056,-0.328279767956755,0,1,0.05046847795361637,0.05046847795361637,0.05146996650746741,0.04713496293688165,0.05170685073412029,0.038985615156234714,0,0,0,0,0,0
3328,b,4,4,3,6,0,0,0,0,268,4,0,0,0,0,Aisha,f,b,0.0,1.0,0.0,c,s,1043.0,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,1.0,3,,0.0,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,1,0,0,0,-0.3653236256463829,-0.5425166751855762,-0.3653236256463829,-2.0458432890037703,0,1,0.04362207723551082,0.04362207723551082,0.03190511727712393,0.04384601785724125,0.05374955589172043,0.04365712966938537,0,0,0,0,0,0
1308,a,16b,4,4,6,0,0,0,0,285,4,1,0,1,0,Allison,f,w,0.0,1.0,1.0,b,s,306.0,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,1.0,,,1.0,17.0,75.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,1,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.029470236303190202,0.04066042320108677,0.07217879019820302,0,0,0,0,0,0
884,b,14,4,1,4,0,0,0,0,19,1,1,0,1,0,Aisha,f,b,0.0,1.0,0.0,c,a,582.0,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,1.0,3,,1.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,-0.7617862567099783,-2.1830358978827245,1.2382137432900215,-1.1250699299319364,0,1,0.03544892460973429,0.03544892460973429,0.030790869446395475,0.025800923335844494,0.03847219144285138,0.019855512361881506,0,0,0,0,0,0
3156,b,34,4,6,4,0,0,0,0,25,1,1,1,1,1,Jill,f,w,1.0,0.0,1.0,c,a,1022.0,0.21724904,0.49577343,9.965053,0.1972654,0.22342981,9.422949,1.0,1,,0.0,,,,,0.0,0.019722056,0.79926556,10.714818,0.09766058,0.3187502,9.934404,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,-0.7617862567099783,1.9182621588601458,3.2382137432900215,0.023357761132806593,0,1,0.14330953600794583,0.14330953600794583,0.10255109801065376,0.09900883703427354,0.18105008454807425,0.14345144248798591,1,1,1,1,1,1
1587,b,19,2,2,6,0,0,0,0,189,1,0,0,1,0,Latonya,f,b,0.0,1.0,0.0,c,a,721.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,0.0,,,0.0,16.8,65.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private,1,1,1,0,0,-0.3653236256463829,-1.3627762865341502,0.6346763743536171,-1.471629443471399,0,1,0.034076034627820675,0.034076034627820675,0.03384550902441553,0.02453829417338703,0.03461152573974397,0.017442062767953483,0,0,0,0,0,0
3521,112,42,4,4,6,0,0,0,0,285,4,1,0,1,0,Todd,m,w,0.0,1.0,0.0,b,s,10.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,,,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0,0,0,1,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.031213782905767318,0.04066042320108677,0.06723968275732765,0,0,0,0,0,0
1848,b,2,3,4,6,0,0,0,0,185,1,1,0,1,0,Carrie,f,w,0.0,1.0,0.0,c,a,791.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,0.0,2,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,0,1,1,0,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.028999649318436432,0.04066042320108677,0.020653037090157245,0,0,0,0,0,0
2403,b,249,3,5,4,0,0,0,1,443,4,0,0,1,1,Laurie,f,w,0.0,1.0,0.0,b,a,886.0,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,0.0,,,0.0,8.7,60.0,8.7,60.0,0.0,0.014355401,0.9687805,10.664411,0.09783972,0.2579791,9.808792,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,1,1,0,-0.7617862567099783,1.0980025475115718,2.2382137432900215,-0.550856084399565,0,1,0.10382416087751722,0.10382416087751722,0.09639998124870913,0.09048958722830425,0.11433755950702146,0.13472411697134007,1,1,1,1,1,1
629,b,12,4,3,6,0,0,0,1,17,1,0,0,1,0,Jill,f,w,0.0,1.0,0.0,c,a,532.0,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,0,0,-0.3653236256463829,-0.5425166751855762,1.6346763743536172,-0.8974155979390274,0,1,0.04213815646588198,0.04213815646588198,0.04052598714210642,0.03133236849055948,0.04526720801887216,0.03206082441267819,0,0,0,0,0,0
1641,b,19,4,4,2,0,0,0,1,27,1,0,0,1,1,Jamal,m,b,0.0,1.0,0.0,c,a,735.0,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1.0,,,1.0,538.6,800.0,,,1.0,0.0069711646,0.9650536,11.239001,0.03490109,0.41790774,10.421954,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Public,1,0,1,0,0,-1.158248887773574,0.2777429361629978,1.841751112226426,-0.778510416392474,0,1,0.0977489381149792,0.0977489381149792,0.08884840589240345,0.05374606069927829,0.10946036677075305,0.07594876060766806,1,1,1,0,1,0
3755,b,5,4,2,22,1,0,0,1,313,5,0,0,1,0,Jill,f,w,0.0,1.0,0.0,c,a,1122.0,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1.0,4,,1.0,1475.5,10000.0,,,0.0,0.21724904,0.49577343,9.965053,0.1972654,0.22342981,9.422949,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Public,0,1,1,0,0,2.8063774228623806,-1.3627762865341502,5.806377422862381,1.4980329035366164,1,1,0.10330722025562317,0.10330722025562317,0.09707971380401281,0.10302738347611257,0.10170625606656597,0.05827927602088732,1,1,1,1,1,0
3317,b,4,4,4,21,0,0,0,1,34,1,1,1,1,1,Anne,f,w,1.0,0.0,0.0,c,a,1040.0,0.049821846,0.84764427,10.3771715,0.09828269,0.4448947,10.201999,1.0,,,0.0,,,,,0.0,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,1,1,0,0,2.6081461073305827,0.2777429361629978,7.608146107330583,2.5326334286049046,1,1,0.24973159089180802,0.24973159089180802,0.2125467046704529,0.20360950297440134,0.2846142858848679,0.1978731973231318,1,1,1,1,1,1
2515,246,26,4,3,7,0,0,0,1,274,4,0,0,0,0,Brett,m,w,0.0,1.0,1.0,b,s,92.0,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1.0,some,,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.06458350017046934,0.07046341573920768,0.0885808983296455,0,0,0,1,0,1
139,b,1,3,3,4,0,1,1,0,316,6,1,1,1,0,Allison,f,w,1.0,0.0,0.0,c,a,431.0,0.98949564,0.0048631253,9.4743185,0.25740963,0.04815378,8.6976795,0.0,3,hsg,1.0,,,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,1,0,0,-0.7617862567099783,-0.5425166751855762,4.2382137432900215,0.5975716066651782,1,1,0.028612429281237,0.028612429281237,0.00922865837280727,0.0038122466237127998,0.05064314586066012,0.02648397049665153,0,0,0,0,0,0
1225,b,16,3,3,8,0,0,0,1,21,1,0,0,1,0,Tanisha,f,b,0.0,1.0,0.0,c,a,652.0,0.00090441294,0.9188523,10.758413,0.12714799,0.28841415,10.074201,0.0,some,,1.0,22.8,150.0,22.8,150.0,0.0,0.023984756,0.88193405,10.718454,0.08498273,0.25952125,9.893589,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,1,0,0,0.031139005417212574,-0.5425166751855762,2.0311390054172125,-0.6697612659461185,0,1,0.045325993185486316,0.045325993185486316,0.04465255124720533,0.06728867473759577,0.047761074074437686,0.03075192789590722,0,0,0,1,0,0
729,b,121,3,5,13,0,0,0,1,307,1,0,1,1,1,Tanisha,f,b,0.0,1.0,0.0,b,a,550.0,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,0.0,some,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,1,0,1.0222955830762013,1.0980025475115718,5.022295583076201,1.0478022551008972,1,1,0.19342669017445863,0.19342669017445863,0.16278447250660494,0.25007644024357567,0.22796258327699714,0.2984538722860417,1,1,1,1,1,1
1267,86,16,4,3,7,0,0,0,1,274,4,0,0,0,0,Meredith,f,w,0.0,1.0,0.0,b,s,279.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1.0,some,somcol,1.0,,7000.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,0,1,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.030714787340458245,0.07046341573920768,0.0818645051667492,0,0,0,0,0,1
2257,b,23,4,4,7,0,0,0,0,316,6,1,1,1,0,Emily,f,w,1.0,0.0,0.0,c,a,866.0,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,1,1,0,0,-0.16709231011458517,0.2777429361629978,2.832907689885415,-0.20937458641020124,0,1,0.06492529250941236,0.06492529250941236,0.04583509214213794,0.04366122233199063,0.08266523861029212,0.07838831304090353,0,0,0,0,1,0
2223,b,227,4,4,11,0,0,0,1,387,6,0,0,1,1,Sarah,f,w,0.0,1.0,0.0,b,a,858.0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,1.0,,somcol,0.0,,,,,0.0,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,1,1,1,0,0.6258329520126058,0.2777429361629978,3.6258329520126056,0.24593407757561656,1,1,0.12723394221379292,0.12723394221379292,0.1265294551967499,0.11179216491702981,0.13261951771437025,0.1781457611940881,1,1,1,1,1,1
2404,a,24b,4,3,7,0,0,0,1,274,4,0,0,0,0,Hakim,m,b,0.0,1.0,0.0,b,s,315.0,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1.0,1,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,0,0,1,0,-0.16709231011458517,-0.5425166751855762,0.8329076898854149,-1.3578022774749445,0,1,0.055322655867895816,0.055322655867895816,0.040206920268498196,0.039347094796287514,0.07046341573920768,0.06820992742310272,0,0,0,0,0,0
4017,b,6,4,2,6,0,0,0,0,389,6,1,0,1,0,Tanisha,f,b,0.0,1.0,0.0,c,a,1167.0,0.9885199,0.008148465,10.112573,0.19383714,0.14505339,9.372459,1.0,some,colp,1.0,33.4,550.0,33.4,550.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Private,1,1,1,0,0,-0.3653236256463829,-1.3627762865341502,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.015824820347383275,0.04066042320108677,0.025137535639573372,0,0,0,0,0,0
4220,b,7,4,4,21,0,0,0,1,34,1,1,1,1,0,Lakisha,f,b,1.0,0.0,0.0,c,a,1204.0,0.11662389,0.72833925,10.287047,0.13984276,0.36563608,9.933725,1.0,some,somcol,0.0,17.1,100.0,17.1,100.0,0.0,0.008217142,0.9209319,10.763419,0.081078716,0.23427597,9.7799635,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Private,1,1,1,0,0,2.6081461073305827,0.2777429361629978,6.608146107330583,1.9584195830725333,1,1,0.11977775222653325,0.11977775222653325,0.0993210710411897,0.05985765905733741,0.13926688772817553,0.07753082664174192,1,1,1,1,1,0
3715,b,5,4,3,4,0,0,0,0,17,1,0,0,0,1,Geoffrey,m,w,0.0,1.0,1.0,c,s,1110.0,0.049821846,0.84764427,10.3771715,0.09828269,0.4448947,10.201999,1.0,2,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,-0.7617862567099783,-0.5425166751855762,0.23821374329002165,-1.699283775464308,0,1,0.1067901895741582,0.1067901895741582,0.07908848308043914,0.06400509723598348,0.13120146972770985,0.07141141488790384,1,1,1,1,1,0
4053,b,6,4,4,4,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0.0,1.0,0.0,c,a,1177.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Private,1,1,1,0,0,-0.7617862567099783,0.2777429361629978,2.2382137432900215,-0.550856084399565,0,1,0.04376934508182966,0.04376934508182966,0.0369807277954742,0.031465091000356736,0.050054897037076024,0.032206808996580245,0,0,0,0,0,0
1962,b,20,4,2,3,0,0,0,0,326,6,1,0,1,0,Laurie,f,w,0.0,1.0,0.0,c,a,816.0,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1.0,some,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1,1,0,0,-0.9600175722417761,-1.3627762865341502,1.039982427758224,-1.238897095928391,0,1,0.034125605120228754,0.034125605120228754,0.02924114309145035,0.02889363010095743,0.037414620568569354,0.028582001442985734,0,0,0,0,0,0
1607,b,19,4,3,5,1,0,0,1,323,6,1,1,1,0,Meredith,f,w,1.0,0.0,0.0,c,a,726.0,0.0145169925,0.97367543,10.565582,0.11620284,0.15647578,9.718663,1.0,some,,0.0,,,,,0.0,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,0,0,-0.5635549411781806,-0.5425166751855762,4.436445058821819,0.7113987726616328,1,1,0.10321142699086233,0.10321142699086233,0.058460922410681786,0.07389670881557926,0.14165533709567735,0.18886869054694122,1,1,1,1,1,1
2607,b,272,4,1,5,0,1,0,0,379,6,1,1,1,1,Latoya,f,b,1.0,0.0,0.0,b,a,913.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,0,-0.5635549411781806,-2.1830358978827245,4.436445058821819,0.7113987726616328,1,1,0.12242430482490074,0.12242430482490074,0.10294623775422451,0.09974045288042444,0.13748102015604563,0.24309378622392758,1,1,1,1,1,1
2008,b,202,3,5,13,0,0,0,1,307,1,0,1,1,1,Jill,f,w,0.0,1.0,1.0,b,a,823.0,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,0.0,some,,0.0,,,,,,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,1,0,1.0222955830762013,1.0980025475115718,5.022295583076201,1.0478022551008972,1,1,0.19342669017445863,0.19342669017445863,0.16278447250660494,0.25007644024357567,0.22796258327699714,0.2984538722860417,1,1,1,1,1,1
1791,b,2,4,4,5,0,0,0,0,34,1,0,0,1,0,Tamika,f,b,0.0,1.0,0.0,c,a,769.0,0.68457675,0.20381922,9.214631,0.27601504,0.061229084,8.695674,1.0,,,1.0,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,-0.5635549411781806,0.2777429361629978,0.4364450588218194,-1.5854566094678535,0,1,0.03279514191419651,0.03279514191419651,0.03216916123076903,0.023114613107710565,0.033641916464766664,0.017093895103642433,0,0,0,0,0,0
31,b,1,3,4,6,0,0,0,0,185,1,1,0,1,0,Keisha,f,b,0.0,1.0,0.0,c,a,393.0,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,0.0,,,0.0,,,,,,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1,1,1,0,0,-0.3653236256463829,0.2777429361629978,1.6346763743536172,-0.8974155979390274,0,1,0.03822182636968442,0.03822182636968442,0.03409452673530628,0.024298294555753316,0.04066042320108677,0.020487678045438832,0,0,0,0,0,0
378,b,100,2,4,16,0,0,0,1,27,6,0,1,1,1,Emily,f,w,1.0,0.0,0.0,b,a,487.0,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1,1,1,0,1.6169895296715942,0.2777429361629978,5.616989529671594,1.3892837530902604,1,1,0.20790912298964548,0.20790912298964548,0.18015661542341876,0.2218833144117131,0.23974070205342318,0.4152501369207284,1,1,1,1,1,1
3929,b,6,3,2,19,0,1,0,1,255,3,0,1,1,0,Tamika,f,b,1.0,0.0,0.0,c,a,1142.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,0.0,2,,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1,1,0,0,2.2116834762669875,-1.3627762865341502,6.2116834762669875,1.7307652510796243,1,1,0.08419126550607176,0.08419126550607176,0.08773508650193323,0.06815844810276482,0.08436752387811802,0.06026287288270152,1,1,1,1,1,0
4852,b,96,3,5,13,0,0,0,1,307,1,0,1,1,1,Meredith,f,w,0.0,1.0,0.0,b,a,1343.0,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,0.0,,,0.0,,,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,1,1,0,1.0222955830762013,1.0980025475115718,5.022295583076201,1.0478022551008972,1,1,0.19342669017445863,0.19342669017445863,0.16278447250660494,0.1613849362372598,0.22796258327699714,0.3106417404196252,1,1,1,1,1,1
3512,42,42,1,3,10,0,0,0,1,27,1,0,0,0,0,Jamal,m,b,0.0,1.0,0.0,b,s,251.0,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,0,1,0,0.42760163648080807,-0.5425166751855762,1.4276016364808082,-1.0163207794855809,0,1,0.06133547831431068,0.06133547831431068,0.04648059556707742,0.05909685347091804,0.0757987060333795,0.07691460695159683,0,0,0,1,0,0
1843,b,2,4,2,6,1,0,0,0,266,4,0,0,0,1,Anne,f,w,0.0,1.0,0.0,c,s,790.0,0.45430297,0.27144918,9.895607,0.24814151,0.15117194,9.291091,1.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0,1,0,0,0,-0.3653236256463829,-1.3627762865341502,1.6346763743536172,-0.8974155979390274,0,1,0.15355546207746734,0.15355546207746734,0.09961186460631866,0.07110630915999376,0.18959121753081948,0.17256320314134344,1,1,1,1,1,1
95,b,1,2,3,4,0,1,0,1,365,6,1,1,0,0,Brett,m,w,1.0,0.0,1.0,c,s,414.0,0.6911068,0.15632284,10.099629,0.22815758,0.050933633,8.959954,0.0,some,,0.0,,840.0,,840.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private,0,0,0,0,0,-0.7617862567099783,-0.5425166751855762,3.2382137432900215,0.023357761132806593,0,1,0.0708563349574116,0.0708563349574116,0.04275927870164121,0.06688942972097234,0.09902115580114534,0.08379123859031606,1,1,0,1,1,1
4189,b,7,4,4,8,0,0,0,0,316,6,1,1,1,0,Latoya,f,b,1.0,0.0,0.0,c,a,1196.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,1.0,3,somcol,0.0,,,,,,0.05135418,0.89109313,10.631061,0.07443085,0.5424735,10.560048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,1,1,0,0,0.031139005417212574,0.2777429361629978,3.0311390054172125,-0.09554742041374692,0,1,0.0671344739897827,0.0671344739897827,0.048067947208154854,0.0401427120132248,0.08463505143588818,0.057475677425968597,1,1,0,0,1,0
4086,354,6,4,4,14,0,1,0,0,13,1,1,0,1,1,Aisha,f,b,1.0,0.0,0.0,b,s,189.0,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1.0,3,,0.0,275.9,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Public,1,1,0,1,0,1.220526898607999,0.2777429361629978,5.220526898607999,1.161629421097352,1,1,0.1060463887552639,0.1060463887552639,0.12012853158345865,0.16422699044774602,0.09353556262023882,0.10071289434609954,1,1,1,1,1,1
173,281,1,4,4,8,0,0,0,0,13,1,0,0,1,0,Allison,f,w,0.0,1.0,0.0,b,s,125.0,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1.0,3,,1.0,,,,,0.0,0.0043348684,0.9571932,10.479764,0.11988621,0.30892712,9.987507,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private,0,1,0,1,0,0.031139005417212574,0.2777429361629978,1.0311390054172125,-1.24397511147849,0,1,0.036761279718605815,0.036761279718605815,0.03741390687946225,0.05892295663572804,0.036619623951813174,0.0503053087476778,0,0,0,1,0,0
2834,b,3,4,3,7,0,0,0,0,337,6,1,1,1,1,Keisha,f,b,1.0,0.0,0.0,c,a,962.0,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,1.0,2,,0.0,,150.0,,,0.0,0.008404764,0.9571413,11.457444,0.024713347,0.4490148,10.758307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nonprofit,1,1,1,0,0,-0.16709231011458517,-0.5425166751855762,3.832907689885415,0.3648392591221703,1,1,0.15530868361647238,0.15530868361647238,0.11529533976862444,0.08741622061099197,0.19134950902515813,0.1639564314205449,1,1,1,1,1,1
